,Fan,Refrigerator,AirConditioner,Television,Monitor,Month,City,Company,MonthlyHours,TariffRate,ElectricityBill
6132,22,23.0,1.0,11.0,1.0,9,Noida,Indowind Energy,636,8.2,5215.2
6133,16,22.0,2.0,17.0,1.0,8,Kolkata,Orient Green,646,8.7,5620.2
6134,19,23.0,2.0,12.0,1.0,9,Navi Mumbai,Guj Ind Power,438,9.3,4073.4
6135,14,22.0,1.0,14.0,1.0,6,New Delhi,Orient Green,631,8.5,5363.5
6136,10,18.0,2.0,22.0,1.0,4,Ahmedabad,KEC International,617,7.9,4874.3
6137,15,22.0,3.0,6.0,1.0,12,Gurgaon,Adani Power Ltd.,452,8.3,3751.6
6138,22,23.0,2.0,9.0,1.0,3,Ratnagiri,Power Grid Corp,591,7.4,4373.400000000001
6139,9,22.0,2.0,7.0,7.0,1,Ahmedabad,NTPC Pvt. Ltd.,641,7.9,5063.900000000001
6140,15,22.0,1.0,16.0,1.0,8,Noida,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,482,8.2,3952.4
6141,21,23.0,0.0,22.0,1.0,2,New Delhi,Jyoti Structure,642,8.5,5457.0
6142,12,23.0,3.0,12.0,1.0,7,Pune,Jyoti Structure,645,9.1,5869.5
6143,21,22.0,2.0,12.0,1.0,11,Kolkata,Torrent Power Ltd.,543,8.7,4724.099999999999
6144,23,23.0,1.0,8.0,12.0,12,Faridabad,Bonfiglioli Transmission Pvt. Ltd.,552,8.1,4471.2
6145,6,18.0,0.0,20.0,7.0,2,Noida,Orient Green,355,8.2,2910.9999999999995
6146,19,22.0,0.0,3.0,1.0,1,Shimla,Adani Power Ltd.,475,7.7,3657.5
6147,20,22.0,1.0,20.0,12.0,2,Navi Mumbai,Neueon Towers / Sujana Towers Ltd.,589,9.3,5477.700000000001
6148,20,22.0,2.0,18.0,12.0,5,Faridabad,Bonfiglioli Transmission Pvt. Ltd.,768,8.1,6220.799999999999
6149,13,22.0,2.0,14.0,1.0,5,Mumbai,NLC India,409,9.2,3762.8
6150,23,23.0,0.0,16.0,1.0,4,Dahej,Reliance Energy,453,7.6,3442.8
6151,16,23.0,0.0,12.0,1.0,2,Nagpur,Power Grid Corp,360,8.9,3204.0
6152,21,22.0,0.0,5.0,1.0,8,Navi Mumbai,Jaiprakash Power,435,9.3,4045.500000000001
6153,19,23.0,3.0,10.0,1.0,8,Nagpur,Reliance Energy,716,8.9,6372.400000000001
6154,10,17.0,0.0,7.0,1.0,6,Hyderabad,Optibelt Power Transmission India Private Limited,416,8.4,3494.4
6155,16,22.0,1.0,14.0,1.0,5,Navi Mumbai,Torrent Power Ltd.,454,9.3,4222.200000000001
6156,21,22.0,3.0,12.0,1.0,9,Faridabad,KEC International,663,8.1,5370.3
6157,8,18.0,3.0,11.0,1.0,12,Ahmedabad,Sterlite Power Transmission Ltd,355,7.9,2804.5
6158,18,22.0,1.0,8.0,1.0,7,Hyderabad,Ringfeder Power Transmission India Pvt. Ltd.,472,8.4,3964.8
6159,8,20.0,0.0,4.0,1.0,9,Vadodara,GE T&D India Limited,242,7.8,1887.6
6160,21,22.0,0.0,15.0,1.0,6,Navi Mumbai,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),584,9.3,5431.200000000001
6161,20,23.0,3.0,7.0,1.0,11,Navi Mumbai,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",611,9.3,5682.3
6162,19,23.0,2.0,11.0,1.0,5,New Delhi,Jyoti Structure,697,8.5,5924.5
6163,21,23.0,3.0,4.0,12.0,8,Noida,TransRail Lighting,544,8.2,4460.799999999999
6164,19,22.0,0.0,15.0,1.0,1,Dahej,Neueon Towers / Sujana Towers Ltd.,636,7.6,4833.599999999999
6165,6,23.0,1.0,11.0,1.0,11,Faridabad,Optibelt Power Transmission India Private Limited,469,8.1,3798.9
6166,11,22.0,2.0,3.0,1.0,5,Vadodara,NHPC,518,7.8,4040.4
6167,17,23.0,3.0,3.0,1.0,4,Hyderabad,CESC,356,8.4,2990.4
6168,6,23.0,0.0,15.0,1.0,2,Nagpur,Guj Ind Power,331,8.9,2945.9
6169,17,23.0,2.0,19.0,1.0,10,Nagpur,Adani Power Ltd.,603,8.9,5366.7
6170,22,23.0,2.0,3.0,1.0,1,New Delhi,Sunil Hitech Eng,428,8.5,3638.0
6171,7,20.0,0.0,19.0,7.0,12,Shimla,KEC International,616,7.7,4743.2
6172,5,17.0,0.0,8.0,1.0,4,Noida,Optibelt Power Transmission India Private Limited,359,8.2,2943.8
6173,7,19.0,3.0,3.0,1.0,5,Hyderabad,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",454,8.4,3813.6
6174,23,22.0,0.0,17.0,1.0,9,Kolkata,Reliance Power,664,8.7,5776.799999999999
6175,8,22.0,0.0,5.0,1.0,3,Ahmedabad,Optibelt Power Transmission India Private Limited,341,7.9,2693.9
6176,15,23.0,2.0,3.0,1.0,2,Hyderabad,TransRail Lighting,315,8.4,2646.0
6177,22,22.0,2.0,12.0,1.0,5,Mumbai,Adani Power Ltd.,478,9.2,4397.599999999999
6178,9,17.0,0.0,7.0,1.0,9,Ahmedabad,Sunil Hitech Eng,252,7.9,1990.8
6179,18,23.0,0.0,13.0,12.0,1,Mumbai,Adani Power Ltd.,749,9.2,6890.799999999999
6180,19,22.0,0.0,7.0,1.0,6,Navi Mumbai,Optibelt Power Transmission India Private Limited,356,9.3,3310.8
6181,16,22.0,3.0,6.0,12.0,4,Dahej,KEC International,491,7.6,3731.6
6182,10,19.0,2.0,11.0,1.0,3,Dahej,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),393,7.6,2986.8
6183,14,23.0,2.0,15.0,1.0,10,Nagpur,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",521,8.9,4636.900000000001
6184,21,22.0,1.0,16.0,12.0,5,Navi Mumbai,Unitech Power Transmission Ltd.,719,9.3,6686.700000000001
6185,15,22.0,0.0,11.0,1.0,12,Ahmedabad,Tata Power Company Ltd.,498,7.9,3934.2
6186,10,17.0,3.0,15.0,1.0,12,Kolkata,JSW Energy Ltd.,565,8.7,4915.5
6187,18,22.0,3.0,20.0,1.0,11,Faridabad,NTPC Pvt. Ltd.,678,8.1,5491.8
6188,20,23.0,0.0,12.0,1.0,7,Gurgaon,Ringfeder Power Transmission India Pvt. Ltd.,420,8.3,3486.0000000000005
6189,9,23.0,3.0,15.0,1.0,1,Pune,NTPC Pvt. Ltd.,544,9.1,4950.4
6190,17,22.0,3.0,9.0,1.0,3,Vadodara,Kalpataru Power,460,7.8,3588.0
6191,6,19.0,0.0,7.0,7.0,2,New Delhi,Reliance Energy,207,8.5,1759.5
6192,13,23.0,0.0,4.0,1.0,5,Faridabad,CESC,321,8.1,2600.1
6193,19,22.0,2.0,5.0,12.0,2,Hyderabad,NLC India,635,8.4,5334.0
6194,6,22.0,0.0,21.0,1.0,9,Gurgaon,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),396,8.3,3286.8
6195,9,19.0,2.0,21.0,1.0,1,Dahej,JSW Energy Ltd.,641,7.6,4871.599999999999
6196,14,22.0,2.0,4.0,1.0,2,Dahej,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),397,7.6,3017.2
6197,17,22.0,0.0,11.0,12.0,11,Noida,NHPC,544,8.2,4460.799999999999
6198,14,22.0,3.0,18.0,1.0,4,Hyderabad,Kalpataru Power,457,8.4,3838.8
6199,17,22.0,0.0,18.0,1.0,5,Mumbai,Guj Ind Power,652,9.2,5998.4
6200,16,23.0,1.0,9.0,1.0,9,Kolkata,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",447,8.7,3888.9
6201,8,21.0,1.0,18.0,1.0,8,Hyderabad,Reliance Power,534,8.4,4485.6
6202,5,21.0,2.0,9.0,7.0,5,Kolkata,Adani Power Ltd.,441,8.7,3836.7
6203,8,21.0,1.0,17.0,7.0,3,Gurgaon,Unitech Power Transmission Ltd.,624,8.3,5179.200000000001
6204,8,18.0,0.0,19.0,1.0,7,Dahej,NTPC Pvt. Ltd.,322,7.6,2447.2
6205,10,19.0,3.0,22.0,1.0,12,Faridabad,Orient Green,635,8.1,5143.5
6206,14,22.0,1.0,16.0,1.0,10,Gurgaon,Jyoti Structure,459,8.3,3809.7
6207,14,22.0,2.0,9.0,12.0,1,Dahej,Torrent Power Ltd.,717,7.6,5449.2
6208,7,17.0,1.0,20.0,7.0,12,Faridabad,Tata Power Company Ltd.,589,8.1,4770.9
6209,6,23.0,0.0,16.0,1.0,1,New Delhi,Optibelt Power Transmission India Private Limited,604,8.5,5134.0
6210,16,22.0,3.0,6.0,1.0,4,Chennai,Ringfeder Power Transmission India Pvt. Ltd.,584,8.8,5139.200000000001
6211,10,18.0,2.0,13.0,1.0,11,Faridabad,Sterlite Power Transmission Ltd,495,8.1,4009.5
6212,16,22.0,1.0,20.0,1.0,8,New Delhi,NHPC,661,8.5,5618.5
6213,14,23.0,1.0,10.0,1.0,4,Chennai,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,480,8.8,4224.0
6214,6,19.0,0.0,19.0,1.0,3,Gurgaon,Sunil Hitech Eng,443,8.3,3676.9
6215,23,22.0,0.0,3.0,1.0,11,Kolkata,Kalpataru Power,337,8.7,2931.9
6216,14,22.0,2.0,18.0,1.0,7,Gurgaon,Optibelt Power Transmission India Private Limited,520,8.3,4316.0
6217,21,22.0,2.0,6.0,1.0,8,Navi Mumbai,Reliance Power,610,9.3,5673.0
6218,15,22.0,3.0,11.0,12.0,1,Ratnagiri,Guj Ind Power,748,7.4,5535.2
6219,12,23.0,1.0,17.0,12.0,8,Chennai,SJVN Ltd.,732,8.8,6441.6
6220,8,18.0,3.0,15.0,1.0,9,Mumbai,Jyoti Structure,444,9.2,4084.8
6221,6,20.0,1.0,18.0,7.0,10,Nagpur,KEC International,540,8.9,4806.0
6222,21,22.0,3.0,15.0,1.0,6,Kolkata,Unitech Power Transmission Ltd.,560,8.7,4872.0
6223,8,17.0,2.0,20.0,1.0,10,Kolkata,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",573,8.7,4985.099999999999
6224,12,22.0,2.0,7.0,12.0,6,Vadodara,Adani Power Ltd.,467,7.8,3642.6
6225,11,22.0,0.0,20.0,1.0,1,Nagpur,Adani Power Ltd.,461,8.9,4102.900000000001
6226,6,19.0,1.0,20.0,1.0,9,Noida,Sterlite Power Transmission Ltd,509,8.2,4173.799999999999
6227,6,23.0,1.0,10.0,1.0,10,Ratnagiri,Kalpataru Power,318,7.4,2353.2000000000003
6228,5,18.0,2.0,6.0,7.0,5,Faridabad,Adani Power Ltd.,486,8.1,3936.6
6229,15,22.0,3.0,10.0,12.0,3,Navi Mumbai,Ringfeder Power Transmission India Pvt. Ltd.,777,9.3,7226.1
6230,16,22.0,1.0,17.0,1.0,11,Faridabad,Optibelt Power Transmission India Private Limited,628,8.1,5086.8
6231,6,19.0,0.0,22.0,1.0,5,Kolkata,Tata Power Company Ltd.,448,8.7,3897.6
6232,18,23.0,1.0,21.0,1.0,4,Shimla,SJVN Ltd.,734,7.7,5651.8
6233,21,23.0,3.0,11.0,12.0,6,Hyderabad,KEC International,800,8.4,6720.0
6234,23,22.0,0.0,21.0,1.0,3,Faridabad,Optibelt Power Transmission India Private Limited,638,8.1,5167.8
6235,14,23.0,3.0,15.0,1.0,9,Dahej,Orient Green,492,7.6,3739.2
6236,16,22.0,3.0,17.0,1.0,11,Nagpur,CESC,627,8.9,5580.3
6237,18,22.0,1.0,10.0,1.0,11,Faridabad,NTPC Pvt. Ltd.,507,8.1,4106.7
6238,11,23.0,0.0,8.0,1.0,11,Hyderabad,L&T Transmission & Distribution,496,8.4,4166.400000000001
6239,20,22.0,2.0,20.0,1.0,2,Shimla,KEC International,535,7.7,4119.5
6240,18,22.0,0.0,22.0,1.0,8,Noida,NTPC Pvt. Ltd.,694,8.2,5690.799999999999
6241,7,20.0,1.0,18.0,1.0,9,Dahej,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,382,7.6,2903.2
6242,18,22.0,3.0,20.0,1.0,12,Pune,Indowind Energy,639,9.1,5814.9
6243,14,22.0,2.0,19.0,1.0,8,Noida,Torrent Power Ltd.,468,8.2,3837.6
6244,21,23.0,3.0,6.0,1.0,3,Gurgaon,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),646,8.3,5361.8
6245,8,19.0,3.0,11.0,1.0,11,New Delhi,JSW Energy Ltd.,347,8.5,2949.5
6246,9,17.0,3.0,8.0,1.0,5,New Delhi,Sterlite Power Transmission Ltd,372,8.5,3162.0
6247,12,23.0,2.0,5.0,1.0,5,Hyderabad,Ringfeder Power Transmission India Pvt. Ltd.,565,8.4,4746.0
6248,21,23.0,1.0,3.0,1.0,6,Kolkata,JSW Energy Ltd.,487,8.7,4236.9
6249,16,22.0,3.0,22.0,1.0,12,Dahej,L&T Transmission & Distribution,536,7.6,4073.6
6250,20,22.0,1.0,17.0,1.0,10,Kolkata,CESC,694,8.7,6037.799999999999
6251,11,22.0,1.0,8.0,1.0,1,Faridabad,Unitech Power Transmission Ltd.,450,8.1,3645.0
6252,23,23.0,1.0,11.0,1.0,3,Noida,Indowind Energy,647,8.2,5305.4
6253,6,18.0,1.0,21.0,7.0,12,Dahej,SJVN Ltd.,439,7.6,3336.4
6254,7,17.0,0.0,14.0,7.0,4,Dahej,Tata Power Company Ltd.,504,7.6,3830.4
6255,22,23.0,2.0,4.0,1.0,8,Ahmedabad,Tata Power Company Ltd.,588,7.9,4645.2
6256,23,22.0,0.0,10.0,1.0,6,New Delhi,GE T&D India Limited,430,8.5,3655.0
6257,19,22.0,2.0,7.0,1.0,3,Chennai,CESC,616,8.8,5420.8
6258,21,23.0,1.0,9.0,1.0,2,Navi Mumbai,Neueon Towers / Sujana Towers Ltd.,338,9.3,3143.4
6259,6,19.0,1.0,22.0,1.0,11,Vadodara,TransRail Lighting,567,7.8,4422.599999999999
6260,13,23.0,2.0,14.0,1.0,7,Nagpur,GE T&D India Limited,481,8.9,4280.900000000001
6261,14,23.0,1.0,17.0,1.0,4,Nagpur,NLC India,470,8.9,4183.0
6262,10,20.0,3.0,13.0,1.0,8,Ahmedabad,Bonfiglioli Transmission Pvt. Ltd.,520,7.9,4108.0
6263,21,22.0,1.0,13.0,1.0,10,Faridabad,Reliance Power,408,8.1,3304.8
6264,17,23.0,3.0,14.0,1.0,12,Nagpur,JSW Energy Ltd.,543,8.9,4832.7
6265,11,23.0,1.0,12.0,1.0,7,Shimla,Bonfiglioli Transmission Pvt. Ltd.,518,7.7,3988.6
6266,13,23.0,0.0,20.0,1.0,1,Kolkata,Sunil Hitech Eng,680,8.7,5915.999999999999
6267,19,22.0,1.0,9.0,1.0,12,Faridabad,Power Grid Corp,393,8.1,3183.3
6268,22,23.0,0.0,15.0,12.0,8,Nagpur,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",781,8.9,6950.900000000001
6269,11,23.0,0.0,16.0,1.0,6,Faridabad,Guj Ind Power,491,8.1,3977.1
6270,18,22.0,2.0,11.0,1.0,8,Shimla,Tata Power Company Ltd.,600,7.7,4620.0
6271,8,18.0,1.0,18.0,1.0,11,Noida,Jaiprakash Power,482,8.2,3952.4
6272,21,22.0,3.0,3.0,12.0,5,Ratnagiri,SJVN Ltd.,703,7.4,5202.2
6273,23,22.0,2.0,6.0,1.0,3,Chennai,Reliance Energy,490,8.8,4312.0
6274,13,22.0,0.0,8.0,12.0,7,Chennai,CESC,557,8.8,4901.6
6275,6,20.0,3.0,4.0,1.0,6,Dahej,JSW Energy Ltd.,491,7.6,3731.6
6276,17,22.0,3.0,18.0,12.0,10,Mumbai,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,690,9.2,6347.999999999999
6277,19,23.0,2.0,4.0,1.0,4,Noida,L&T Transmission & Distribution,571,8.2,4682.2
6278,22,23.0,2.0,15.0,1.0,6,Ahmedabad,Reliance Power,732,7.9,5782.8
6279,9,22.0,0.0,17.0,1.0,4,Ahmedabad,Neueon Towers / Sujana Towers Ltd.,413,7.9,3262.7000000000003
6280,16,23.0,3.0,22.0,1.0,3,Ratnagiri,NHPC,751,7.4,5557.400000000001
6281,14,22.0,0.0,15.0,1.0,8,Dahej,L&T Transmission & Distribution,611,7.6,4643.599999999999
6282,9,23.0,3.0,5.0,1.0,9,Vadodara,Adani Power Ltd.,481,7.8,3751.8
6283,9,19.0,3.0,3.0,1.0,2,Nagpur,GE T&D India Limited,262,8.9,2331.8
6284,20,23.0,0.0,17.0,1.0,1,Nagpur,SJVN Ltd.,608,8.9,5411.2
6285,11,23.0,2.0,15.0,1.0,2,Ratnagiri,Adani Power Ltd.,619,7.4,4580.6
6286,23,23.0,2.0,4.0,1.0,3,Pune,Power Grid Corp,466,9.1,4240.599999999999
6287,6,17.0,3.0,11.0,1.0,1,Navi Mumbai,Guj Ind Power,476,9.3,4426.8
6288,11,22.0,1.0,4.0,1.0,11,Chennai,Indowind Energy,419,8.8,3687.2
6289,15,22.0,3.0,8.0,12.0,11,Navi Mumbai,Bonfiglioli Transmission Pvt. Ltd.,623,9.3,5793.900000000001
6290,22,23.0,1.0,22.0,1.0,10,Faridabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,559,8.1,4527.9
6291,21,22.0,3.0,18.0,12.0,11,Pune,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",638,9.1,5805.8
6292,18,23.0,3.0,10.0,12.0,11,Ratnagiri,NTPC Pvt. Ltd.,725,7.4,5365.0
6293,8,19.0,2.0,18.0,1.0,10,Navi Mumbai,GE T&D India Limited,531,9.3,4938.3
6294,20,23.0,0.0,22.0,1.0,3,Ahmedabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,515,7.9,4068.5
6295,14,22.0,0.0,8.0,12.0,10,Noida,Jyoti Structure,423,8.2,3468.6
6296,5,18.0,1.0,16.0,1.0,2,Shimla,GE T&D India Limited,411,7.7,3164.7000000000003
6297,18,23.0,2.0,7.0,12.0,10,Pune,NHPC,649,9.1,5905.9
6298,6,23.0,0.0,4.0,1.0,4,Vadodara,Tata Power Company Ltd.,352,7.8,2745.6
6299,21,22.0,0.0,16.0,1.0,3,Chennai,KEC International,606,8.8,5332.8
6300,11,22.0,2.0,5.0,1.0,3,Gurgaon,NLC India,390,8.3,3237.0000000000005
6301,15,22.0,1.0,9.0,1.0,10,Dahej,Indowind Energy,515,7.6,3914.0
6302,21,22.0,1.0,5.0,1.0,4,Ratnagiri,SJVN Ltd.,474,7.4,3507.6000000000004
6303,12,23.0,2.0,13.0,12.0,1,Vadodara,Optibelt Power Transmission India Private Limited,612,7.8,4773.599999999999
6304,5,17.0,2.0,16.0,7.0,6,Nagpur,Adani Power Ltd.,487,8.9,4334.3
6305,9,21.0,2.0,4.0,1.0,8,Dahej,NTPC Pvt. Ltd.,442,7.6,3359.2
6306,15,22.0,1.0,18.0,1.0,3,Chennai,Reliance Power,449,8.8,3951.2
6307,19,22.0,2.0,19.0,1.0,7,Kolkata,Adani Power Ltd.,755,8.7,6568.499999999999
6308,13,22.0,0.0,22.0,1.0,12,Kolkata,Adani Power Ltd.,561,8.7,4880.7
6309,12,23.0,2.0,3.0,12.0,3,Nagpur,Neueon Towers / Sujana Towers Ltd.,672,8.9,5980.8
6310,16,23.0,3.0,3.0,1.0,12,Ahmedabad,L&T Transmission & Distribution,375,7.9,2962.5
6311,22,23.0,2.0,11.0,12.0,11,Gurgaon,KEC International,791,8.3,6565.3
6312,7,17.0,3.0,3.0,7.0,4,Vadodara,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,423,7.8,3299.4
6313,18,23.0,2.0,15.0,1.0,5,Mumbai,Unitech Power Transmission Ltd.,511,9.2,4701.2
6314,6,20.0,2.0,8.0,1.0,8,Mumbai,Reliance Power,445,9.2,4094.0
6315,17,23.0,2.0,11.0,1.0,3,Noida,CESC,485,8.2,3977.0
6316,5,18.0,0.0,16.0,1.0,11,Ratnagiri,Reliance Energy,269,7.4,1990.6
6317,12,23.0,1.0,9.0,1.0,1,Mumbai,JSW Energy Ltd.,441,9.2,4057.2
6318,19,22.0,0.0,22.0,1.0,7,Ratnagiri,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),717,7.4,5305.8
6319,12,22.0,2.0,5.0,1.0,10,Mumbai,NLC India,534,9.2,4912.799999999999
6320,21,23.0,2.0,20.0,12.0,11,Pune,Neueon Towers / Sujana Towers Ltd.,852,9.1,7753.2
6321,11,23.0,2.0,16.0,1.0,7,Shimla,Ringfeder Power Transmission India Pvt. Ltd.,644,7.7,4958.8
6322,10,18.0,3.0,21.0,1.0,1,Noida,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),581,8.2,4764.2
6323,8,23.0,1.0,11.0,1.0,4,Chennai,NHPC,528,8.8,4646.400000000001
6324,18,22.0,0.0,8.0,1.0,5,Ratnagiri,NTPC Pvt. Ltd.,313,7.4,2316.2000000000003
6325,22,22.0,3.0,14.0,12.0,7,Pune,Sterlite Power Transmission Ltd,741,9.1,6743.099999999999
6326,20,22.0,1.0,11.0,1.0,2,Navi Mumbai,Neueon Towers / Sujana Towers Ltd.,495,9.3,4603.5
6327,19,22.0,2.0,21.0,1.0,1,Chennai,Bonfiglioli Transmission Pvt. Ltd.,673,8.8,5922.400000000001
6328,11,22.0,2.0,21.0,1.0,8,Shimla,Indowind Energy,708,7.7,5451.6
6329,5,23.0,1.0,22.0,1.0,10,Faridabad,TransRail Lighting,475,8.1,3847.5
6330,20,22.0,3.0,19.0,12.0,8,Ahmedabad,NLC India,762,7.9,6019.8
6331,16,22.0,3.0,6.0,1.0,5,Navi Mumbai,Reliance Power,404,9.3,3757.2
6332,5,20.0,0.0,20.0,1.0,9,Hyderabad,Unitech Power Transmission Ltd.,414,8.4,3477.6000000000004
6333,5,19.0,0.0,19.0,1.0,5,Nagpur,Sunil Hitech Eng,305,8.9,2714.5
6334,22,23.0,1.0,18.0,12.0,3,Shimla,Reliance Power,664,7.7,5112.8
6335,18,23.0,2.0,17.0,12.0,9,Navi Mumbai,Orient Green,670,9.3,6231.000000000001
6336,21,23.0,2.0,13.0,1.0,8,Gurgaon,Jyoti Structure,517,8.3,4291.1
6337,21,22.0,0.0,20.0,1.0,5,Kolkata,Guj Ind Power,602,8.7,5237.4
6338,9,20.0,0.0,15.0,1.0,3,Chennai,Jyoti Structure,548,8.8,4822.400000000001
6339,9,21.0,3.0,13.0,1.0,11,Noida,Optibelt Power Transmission India Private Limited,488,8.2,4001.6
6340,13,23.0,3.0,22.0,1.0,5,Pune,Torrent Power Ltd.,764,9.1,6952.4
6341,19,22.0,1.0,17.0,1.0,4,Dahej,Guj Ind Power,622,7.6,4727.2
6342,11,23.0,1.0,8.0,1.0,7,New Delhi,Guj Ind Power,482,8.5,4097.0
6343,15,22.0,1.0,20.0,12.0,11,New Delhi,L&T Transmission & Distribution,521,8.5,4428.5
6344,12,22.0,2.0,5.0,1.0,7,Chennai,Tata Power Company Ltd.,516,8.8,4540.8
6345,17,23.0,3.0,21.0,1.0,12,Vadodara,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",798,7.8,6224.4
6346,19,23.0,2.0,4.0,1.0,2,Ratnagiri,Adani Power Ltd.,514,7.4,3803.6
6347,14,23.0,0.0,19.0,1.0,4,Noida,Jaiprakash Power,622,8.2,5100.4
6348,12,23.0,1.0,16.0,12.0,12,Pune,SJVN Ltd.,609,9.1,5541.9
6349,13,22.0,0.0,14.0,1.0,4,Navi Mumbai,Torrent Power Ltd.,411,9.3,3822.3
6350,12,23.0,1.0,10.0,1.0,1,Shimla,NLC India,567,7.7,4365.900000000001
6351,19,23.0,1.0,11.0,1.0,12,Ahmedabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,484,7.9,3823.6
6352,17,23.0,1.0,16.0,12.0,8,New Delhi,Sterlite Power Transmission Ltd,625,8.5,5312.5
6353,14,22.0,3.0,6.0,1.0,6,Kolkata,Bonfiglioli Transmission Pvt. Ltd.,564,8.7,4906.799999999999
6354,15,23.0,0.0,3.0,1.0,12,Faridabad,Adani Power Ltd.,298,8.1,2413.8
6355,23,23.0,1.0,5.0,1.0,6,Ahmedabad,JSW Energy Ltd.,399,7.9,3152.1000000000004
6356,19,23.0,3.0,19.0,1.0,6,Navi Mumbai,Jaiprakash Power,695,9.3,6463.500000000001
6357,13,23.0,1.0,13.0,1.0,4,Shimla,Jyoti Structure,402,7.7,3095.4
6358,21,23.0,3.0,7.0,1.0,7,Mumbai,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),518,9.2,4765.599999999999
6359,22,23.0,2.0,18.0,12.0,3,Shimla,Kalpataru Power,858,7.7,6606.6
6360,23,23.0,0.0,17.0,1.0,6,Shimla,Reliance Energy,463,7.7,3565.1
6361,18,22.0,1.0,13.0,12.0,2,Chennai,TransRail Lighting,596,8.8,5244.8
6362,8,19.0,3.0,3.0,7.0,6,Mumbai,Optibelt Power Transmission India Private Limited,400,9.2,3680.0
6363,10,17.0,3.0,12.0,1.0,4,Gurgaon,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),421,8.3,3494.3
6364,9,19.0,1.0,12.0,1.0,2,Shimla,TransRail Lighting,341,7.7,2625.7000000000003
6365,8,17.0,0.0,14.0,1.0,12,New Delhi,Jyoti Structure,371,8.5,3153.5
6366,9,21.0,2.0,21.0,1.0,5,Nagpur,L&T Transmission & Distribution,587,8.9,5224.3
6367,17,22.0,1.0,3.0,1.0,10,Pune,JSW Energy Ltd.,404,9.1,3676.4
6368,20,23.0,3.0,18.0,1.0,11,Ahmedabad,TransRail Lighting,528,7.9,4171.2
6369,9,19.0,3.0,18.0,1.0,2,Navi Mumbai,Neueon Towers / Sujana Towers Ltd.,365,9.3,3394.5000000000005
6370,22,23.0,3.0,5.0,1.0,6,Noida,KEC International,649,8.2,5321.799999999999
6371,21,23.0,1.0,22.0,1.0,11,Dahej,JSW Energy Ltd.,729,7.6,5540.4
6372,21,23.0,0.0,15.0,1.0,9,Gurgaon,NLC India,603,8.3,5004.900000000001
6373,5,17.0,2.0,16.0,1.0,2,Gurgaon,L&T Transmission & Distribution,372,8.3,3087.6000000000004
6374,14,22.0,2.0,3.0,1.0,5,Faridabad,L&T Transmission & Distribution,453,8.1,3669.3
6375,22,22.0,0.0,7.0,1.0,7,Pune,Bonfiglioli Transmission Pvt. Ltd.,390,9.1,3549.0
6376,20,23.0,3.0,8.0,1.0,1,Kolkata,NTPC Pvt. Ltd.,611,8.7,5315.7
6377,17,23.0,0.0,13.0,12.0,12,Noida,Adani Power Ltd.,643,8.2,5272.599999999999
6378,16,23.0,1.0,10.0,1.0,2,Faridabad,Bonfiglioli Transmission Pvt. Ltd.,378,8.1,3061.8
6379,19,22.0,1.0,22.0,1.0,9,Pune,Neueon Towers / Sujana Towers Ltd.,628,9.1,5714.8
6380,18,23.0,3.0,4.0,1.0,1,Hyderabad,Ringfeder Power Transmission India Pvt. Ltd.,443,8.4,3721.2
6381,22,23.0,1.0,13.0,1.0,5,Kolkata,Torrent Power Ltd.,566,8.7,4924.2
6382,15,23.0,2.0,19.0,1.0,6,Chennai,Sterlite Power Transmission Ltd,576,8.8,5068.8
6383,8,19.0,0.0,21.0,1.0,7,Ahmedabad,Jaiprakash Power,508,7.9,4013.2
6384,10,17.0,1.0,19.0,7.0,5,Noida,KEC International,454,8.2,3722.8
6385,17,22.0,0.0,4.0,1.0,1,Pune,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",450,9.1,4095.0
6386,13,23.0,0.0,3.0,12.0,10,Chennai,TransRail Lighting,484,8.8,4259.200000000001
